1.000;10.000;10.000;549.000;
2.000;10.000;10.000;572.000;
3.000;10.000;10.000;402.000;
4.000;10.000;10.000;412.000;
5.000;10.000;10.000;429.000;
1.000;15.000;15.000;825.000;
2.000;15.000;15.000;708.000;
3.000;15.000;15.000;553.000;
4.000;15.000;15.000;903.000;
5.000;15.000;15.000;453.000;
1.000;20.000;20.000;965.000;
2.000;20.000;20.000;975.000;
3.000;20.000;20.000;1008.000;
4.000;20.000;20.000;891.000;
5.000;20.000;20.000;995.000;
1.000;25.000;25.000;912.000;
2.000;25.000;25.000;1346.000;
3.000;25.000;25.000;1180.000;
4.000;25.000;25.000;1273.000;
5.000;25.000;25.000;1252.000;
1.000;5.000;5.000;198.000;
2.000;5.000;5.000;102.000;
3.000;5.000;5.000;194.000;
4.000;5.000;5.000;158.000;
5.000;5.000;5.000;232.000;
