1.000;20.000;91.000;510.000;
2.000;20.000;91.000;495.000;
3.000;20.000;91.000;699.000;
4.000;20.000;91.000;518.000;
5.000;20.000;91.000;465.000;
1.000;20.000;91.000;495.000;
2.000;20.000;91.000;233.000;
3.000;20.000;91.000;492.000;
4.000;20.000;91.000;525.000;
5.000;20.000;91.000;373.000;
1.000;20.000;91.000;762.000;
2.000;20.000;91.000;780.000;
3.000;20.000;91.000;618.000;
4.000;20.000;91.000;540.000;
5.000;20.000;91.000;869.000;
1.000;20.000;91.000;457.000;
2.000;20.000;91.000;709.000;
3.000;20.000;91.000;761.000;
4.000;20.000;91.000;481.000;
5.000;20.000;91.000;739.000;
1.000;20.000;91.000;502.000;
2.000;20.000;91.000;645.000;
3.000;20.000;91.000;745.000;
4.000;20.000;91.000;885.000;
5.000;20.000;91.000;540.000;
1.000;20.000;91.000;736.000;
2.000;20.000;91.000;419.000;
3.000;20.000;91.000;570.000;
4.000;20.000;91.000;677.000;
5.000;20.000;91.000;563.000;
1.000;20.000;91.000;820.000;
2.000;20.000;91.000;464.000;
3.000;20.000;91.000;314.000;
4.000;20.000;91.000;429.000;
5.000;20.000;91.000;839.000;
1.000;20.000;91.000;368.000;
2.000;20.000;91.000;584.000;
3.000;20.000;91.000;738.000;
4.000;20.000;91.000;168.000;
5.000;20.000;91.000;414.000;
1.000;20.000;91.000;568.000;
2.000;20.000;91.000;639.000;
3.000;20.000;91.000;573.000;
4.000;20.000;91.000;519.000;
5.000;20.000;91.000;307.000;
1.000;20.000;91.000;532.000;
2.000;20.000;91.000;414.000;
3.000;20.000;91.000;763.000;
4.000;20.000;91.000;803.000;
5.000;20.000;91.000;678.000;
1.000;20.000;91.000;433.000;
2.000;20.000;91.000;867.000;
3.000;20.000;91.000;713.000;
4.000;20.000;91.000;545.000;
5.000;20.000;91.000;629.000;
1.000;20.000;91.000;672.000;
2.000;20.000;91.000;463.000;
3.000;20.000;91.000;495.000;
4.000;20.000;91.000;622.000;
5.000;20.000;91.000;702.000;
1.000;20.000;91.000;352.000;
2.000;20.000;91.000;641.000;
3.000;20.000;91.000;709.000;
4.000;20.000;91.000;393.000;
5.000;20.000;91.000;533.000;
1.000;20.000;91.000;707.000;
2.000;20.000;91.000;522.000;
3.000;20.000;91.000;603.000;
4.000;20.000;91.000;401.000;
5.000;20.000;91.000;680.000;
1.000;20.000;91.000;657.000;
2.000;20.000;91.000;568.000;
3.000;20.000;91.000;699.000;
4.000;20.000;91.000;383.000;
5.000;20.000;91.000;727.000;
1.000;20.000;91.000;505.000;
2.000;20.000;91.000;584.000;
3.000;20.000;91.000;513.000;
4.000;20.000;91.000;301.000;
5.000;20.000;91.000;436.000;
1.000;20.000;91.000;583.000;
2.000;20.000;91.000;618.000;
3.000;20.000;91.000;588.000;
4.000;20.000;91.000;377.000;
5.000;20.000;91.000;577.000;
1.000;20.000;91.000;387.000;
2.000;20.000;91.000;411.000;
3.000;20.000;91.000;584.000;
4.000;20.000;91.000;385.000;
5.000;20.000;91.000;544.000;
