1.000;10.000;50.000;0.000;
2.000;10.000;50.000;211.000;
3.000;10.000;50.000;279.000;
4.000;10.000;50.000;149.000;
5.000;10.000;50.000;221.000;
1.000;15.000;75.000;401.000;
2.000;15.000;75.000;0.000;
3.000;15.000;75.000;348.000;
4.000;15.000;75.000;465.000;
5.000;15.000;75.000;391.000;
1.000;20.000;100.000;0.000;
2.000;20.000;100.000;0.000;
3.000;20.000;100.000;0.000;
4.000;20.000;100.000;602.000;
5.000;20.000;100.000;0.000;
1.000;25.000;125.000;0.000;
2.000;25.000;125.000;0.000;
3.000;25.000;125.000;0.000;
4.000;25.000;125.000;0.000;
5.000;25.000;125.000;764.000;
1.000;5.000;25.000;254.000;
2.000;5.000;25.000;162.000;
3.000;5.000;25.000;66.000;
4.000;5.000;25.000;97.000;
5.000;5.000;25.000;223.000;
