1.000;10.000;40.000;365.000;
2.000;10.000;40.000;356.000;
3.000;10.000;40.000;370.000;
4.000;10.000;40.000;455.000;
5.000;10.000;40.000;457.000;
1.000;15.000;60.000;294.000;
2.000;15.000;60.000;365.000;
3.000;15.000;60.000;400.000;
4.000;15.000;60.000;373.000;
5.000;15.000;60.000;540.000;
1.000;20.000;80.000;721.000;
2.000;20.000;80.000;480.000;
3.000;20.000;80.000;880.000;
4.000;20.000;80.000;729.000;
5.000;20.000;80.000;775.000;
1.000;25.000;100.000;0.000;
2.000;25.000;100.000;802.000;
3.000;25.000;100.000;719.000;
4.000;25.000;100.000;429.000;
5.000;25.000;100.000;478.000;
1.000;5.000;20.000;287.000;
2.000;5.000;20.000;0.000;
3.000;5.000;20.000;181.000;
4.000;5.000;20.000;0.000;
5.000;5.000;20.000;170.000;
