1.000;10.000;45.000;301.000;
2.000;10.000;45.000;249.000;
3.000;10.000;45.000;301.000;
4.000;10.000;45.000;0.000;
5.000;10.000;45.000;364.000;
1.000;15.000;67.000;640.000;
2.000;15.000;67.000;457.000;
3.000;15.000;67.000;327.000;
4.000;15.000;67.000;511.000;
5.000;15.000;67.000;0.000;
1.000;20.000;90.000;443.000;
2.000;20.000;90.000;0.000;
3.000;20.000;90.000;445.000;
4.000;20.000;90.000;730.000;
5.000;20.000;90.000;427.000;
1.000;25.000;112.000;0.000;
2.000;25.000;112.000;0.000;
3.000;25.000;112.000;708.000;
4.000;25.000;112.000;556.000;
5.000;25.000;112.000;0.000;
1.000;5.000;22.000;196.000;
2.000;5.000;22.000;220.000;
3.000;5.000;22.000;237.000;
4.000;5.000;22.000;53.000;
5.000;5.000;22.000;285.000;
