1.000;10.000;70.000;284.000;
2.000;10.000;70.000;202.000;
3.000;10.000;70.000;178.000;
4.000;10.000;70.000;228.000;
5.000;10.000;70.000;256.000;
1.000;15.000;105.000;342.000;
2.000;15.000;105.000;277.000;
3.000;15.000;105.000;268.000;
4.000;15.000;105.000;524.000;
5.000;15.000;105.000;364.000;
1.000;20.000;140.000;414.000;
2.000;20.000;140.000;694.000;
3.000;20.000;140.000;574.000;
4.000;20.000;140.000;657.000;
5.000;20.000;140.000;471.000;
1.000;25.000;175.000;353.000;
2.000;25.000;175.000;451.000;
3.000;5.000;35.000;100.000;
4.000;5.000;35.000;112.000;
5.000;5.000;35.000;65.000;
1.000;5.000;35.000;237.000;
2.000;5.000;35.000;105.000;
