1.000;20.000;91.000;510.000;
2.000;20.000;91.000;699.000;
3.000;20.000;91.000;465.000;
4.000;20.000;91.000;233.000;
5.000;20.000;91.000;525.000;
1.000;20.000;91.000;762.000;
2.000;20.000;91.000;618.000;
3.000;20.000;91.000;869.000;
4.000;20.000;91.000;709.000;
5.000;20.000;91.000;481.000;
1.000;20.000;91.000;502.000;
2.000;20.000;91.000;745.000;
3.000;20.000;91.000;540.000;
4.000;20.000;91.000;419.000;
5.000;20.000;91.000;677.000;
1.000;20.000;91.000;820.000;
2.000;20.000;91.000;314.000;
3.000;20.000;91.000;839.000;
4.000;20.000;91.000;584.000;
5.000;20.000;91.000;168.000;
1.000;20.000;91.000;568.000;
2.000;20.000;91.000;573.000;
3.000;20.000;91.000;307.000;
4.000;20.000;91.000;414.000;
5.000;20.000;91.000;803.000;
1.000;20.000;91.000;433.000;
2.000;20.000;91.000;713.000;
3.000;20.000;91.000;629.000;
4.000;20.000;91.000;463.000;
5.000;20.000;91.000;622.000;
1.000;20.000;91.000;352.000;
