T    ;629.000;621.000;621.000;603.000;603.000;580.000;580.000;559.000;559.000;484.000;448.000
T    ;832.000;826.000;819.000;807.000;807.000;807.000;807.000;807.000;672.000;672.000;662.000
T    ;621.000;621.000;581.000;581.000;581.000;568.000;568.000;568.000;492.000;492.000;492.000
T    ;830.000;830.000;830.000;830.000;830.000;811.000;811.000;661.000;641.000;641.000;641.000
T    ;777.000;777.000;760.000;760.000;752.000;732.000;732.000;708.000;708.000;708.000;604.000
T    ;1030.000;1030.000;1030.000;1030.000;1030.000;959.000;958.000;838.000;831.000;814.000;814.000
T    ;864.000;864.000;864.000;864.000;864.000;786.000;743.000;707.000;618.000;617.000;542.000
T    ;1030.000;1030.000;1030.000;1030.000;1030.000;1030.000;932.000;846.000;846.000;846.000;798.000
T    ;907.000;904.000;870.000;870.000;843.000;843.000;840.000;840.000;741.000;741.000;709.000
T    ;774.000;774.000;774.000;774.000;774.000;717.000;637.000;586.000;579.000;456.000;456.000
T    ;719.000;719.000;719.000;719.000;719.000;719.000;688.000;688.000;633.000;630.000;630.000
T    ;1198.000;1198.000;1198.000;1198.000;1198.000;1198.000;1140.000;1140.000;1140.000;1140.000;1075.000
T    ;995.000;929.000;913.000;913.000;913.000;913.000;913.000;913.000;878.000;783.000;783.000
T    ;691.000;691.000;691.000;691.000;688.000;688.000;655.000;593.000;593.000;593.000;357.000
T    ;901.000;901.000;901.000;901.000;886.000;873.000;815.000;783.000;735.000;661.000;661.000
T    ;963.000;963.000;963.000;963.000;961.000;893.000;806.000;806.000;806.000;806.000;626.000
T    ;562.000;562.000;562.000;562.000;562.000;562.000;558.000;492.000;492.000;492.000;429.000
T    ;1061.000;1061.000;1061.000;1061.000;1061.000;971.000;971.000;874.000;874.000;874.000;874.000
T    ;831.000;831.000;831.000;831.000;831.000;817.000;817.000;817.000;817.000;662.000;638.000
T    ;775.000;775.000;775.000;775.000;775.000;775.000;640.000;536.000;522.000;522.000;436.000
T    ;797.000;797.000;797.000;797.000;691.000;676.000;651.000;644.000;644.000;644.000;579.000
T    ;880.000;824.000;817.000;817.000;817.000;817.000;817.000;757.000;757.000;757.000;728.000
T    ;894.000;894.000;894.000;894.000;866.000;866.000;733.000;681.000;631.000;631.000;566.000
T    ;755.000;755.000;755.000;755.000;755.000;741.000;741.000;669.000;526.000;526.000;526.000
T    ;1065.000;1065.000;1065.000;1065.000;1016.000;978.000;937.000;849.000;793.000;793.000;793.000
T    ;879.000;879.000;879.000;879.000;879.000;879.000;879.000;590.000;468.000;938.000;938.000
T    ;795.000;795.000;795.000;795.000;795.000;795.000;716.000;716.000;716.000;716.000;716.000
T    ;1005.000;1005.000;1005.000;1005.000;1005.000;1005.000;947.000;947.000;947.000;947.000;947.000
T    ;761.000;761.000;761.000;761.000;761.000;646.000;584.000;584.000;584.000;584.000;584.000
T    ;780.000;780.000;780.000;780.000;780.000;780.000;780.000;780.000;780.000;673.000;660.000
T    ;788.000;788.000;788.000;788.000;788.000;788.000;737.000;662.000;660.000;620.000;569.000
T    ;1011.000;1011.000;1011.000;1011.000;984.000;943.000;943.000;943.000;898.000;844.000;753.000
T    ;932.000;932.000;932.000;932.000;932.000;932.000;932.000;834.000;746.000;725.000;725.000
T    ;897.000;897.000;897.000;897.000;897.000;884.000;806.000;806.000;674.000;674.000;674.000
T    ;705.000;705.000;705.000;705.000;705.000;705.000;681.000;632.000;629.000;557.000;557.000
T    ;971.000;971.000;971.000;971.000;971.000;915.000;833.000;772.000;725.000;697.000;574.000
T    ;914.000;914.000;914.000;890.000;858.000;858.000;856.000;856.000;788.000;788.000;788.000
T    ;1137.000;1137.000;1104.000;1104.000;1045.000;1045.000;1045.000;1045.000;943.000;943.000;943.000
T    ;995.000;995.000;995.000;995.000;995.000;987.000;836.000;736.000;656.000;656.000;510.000
T    ;866.000;866.000;866.000;866.000;866.000;866.000;799.000;799.000;714.000;713.000;713.000
T    ;915.000;915.000;915.000;915.000;915.000;915.000;838.000;776.000;776.000;776.000;776.000
