T    ;510.000;510.000;510.000;510.000;510.000;742.000;720.000;729.000;729.000;729.000;723.000
T    ;699.000;699.000;699.000;699.000;699.000;544.000;964.000;961.000;910.000;910.000;910.000
T    ;465.000;465.000;465.000;459.000;428.000;733.000;700.000;709.000;709.000;709.000;673.000
NIL  ;924.000;924.000;924.000;924.000;920.000;837.000;837.000;818.000;786.000;786.000;786.000
T    ;525.000;525.000;525.000;525.000;525.000;514.000;452.000;810.000;810.000;810.000;810.000
NIL  ;1098.000;1098.000;1110.000;1110.000;1110.000;1038.000;1038.000;1006.000;1006.000;1006.000;973.000
T    ;538.000;1051.000;1051.000;1051.000;1017.000;1018.000;1001.000;1009.000;1009.000;928.000;809.000
T    ;859.000;859.000;859.000;859.000;1156.000;1156.000;1132.000;1102.000;1102.000;1102.000;1035.000
NIL  ;1064.000;1064.000;1064.000;1061.000;1045.000;1029.000;969.000;927.000;931.000;837.000;837.000
NIL  ;843.000;843.000;843.000;843.000;842.000;849.000;817.000;817.000;817.000;841.000;814.000
T    ;502.000;502.000;502.000;502.000;502.000;856.000;856.000;810.000;799.000;768.000;768.000
NIL  ;1253.000;1253.000;1253.000;1253.000;1253.000;1195.000;1195.000;1207.000;1094.000;1094.000;1067.000
T    ;473.000;1163.000;1094.000;1094.000;1059.000;1042.000;1042.000;1042.000;987.000;987.000;995.000
T    ;419.000;419.000;419.000;419.000;419.000;419.000;419.000;722.000;722.000;750.000;750.000
NIL  ;944.000;944.000;932.000;932.000;932.000;957.000;957.000;957.000;957.000;857.000;882.000
NIL  ;1045.000;1045.000;1044.000;1042.000;1042.000;1042.000;953.000;936.000;936.000;936.000;936.000
NIL  ;575.000;575.000;575.000;575.000;575.000;575.000;586.000;590.000;533.000;579.000;579.000
T    ;811.000;811.000;811.000;755.000;1141.000;1141.000;1141.000;1060.000;1018.000;980.000;980.000
T    ;557.000;557.000;504.000;883.000;883.000;883.000;876.000;824.000;818.000;818.000;866.000
T    ;168.000;932.000;932.000;932.000;932.000;932.000;867.000;823.000;793.000;793.000;774.000
T    ;558.000;558.000;558.000;558.000;558.000;539.000;539.000;493.000;782.000;782.000;782.000
NIL  ;1022.000;1008.000;1008.000;1008.000;967.000;944.000;944.000;870.000;880.000;859.000;859.000
NIL  ;953.000;953.000;953.000;967.000;884.000;911.000;911.000;911.000;886.000;886.000;880.000
T    ;414.000;414.000;411.000;352.000;307.000;942.000;937.000;937.000;937.000;937.000;937.000
T    ;653.000;653.000;653.000;653.000;601.000;555.000;555.000;951.000;999.000;999.000;999.000
T    ;433.000;433.000;433.000;433.000;433.000;433.000;433.000;402.000;900.000;820.000;864.000
T    ;713.000;713.000;713.000;713.000;956.000;907.000;874.000;874.000;874.000;896.000;832.000
NIL  ;1106.000;1106.000;1106.000;1106.000;1092.000;1092.000;1051.000;1029.000;1039.000;1039.000;998.000
T    ;463.000;463.000;463.000;463.000;463.000;463.000;383.000;383.000;383.000;828.000;828.000
NIL  ;989.000;989.000;989.000;989.000;947.000;959.000;860.000;858.000;809.000;809.000;809.000
NIL  ;963.000;963.000;963.000;963.000;958.000;963.000;963.000;963.000;916.000;916.000;916.000
