T    ;571.000;571.000;571.000;571.000;571.000;571.000;561.000;517.000;499.000;477.000;477.000
T    ;759.000;759.000;759.000;759.000;759.000;759.000;759.000;667.000;391.000;391.000;391.000
T    ;567.000;567.000;567.000;567.000;567.000;567.000;554.000;496.000;496.000;496.000;359.000
T    ;687.000;687.000;687.000;623.000;623.000;363.000;276.000;178.000;178.000;178.000;178.000
T    ;735.000;735.000;735.000;735.000;735.000;735.000;735.000;681.000;681.000;681.000;681.000
T    ;937.000;937.000;937.000;937.000;929.000;809.000;626.000;433.000;433.000;433.000;898.000
T    ;663.000;639.000;639.000;638.000;638.000;638.000;945.000;945.000;945.000;930.000;930.000
T    ;1054.000;1014.000;1014.000;1014.000;939.000;1098.000;1098.000;1052.000;937.000;970.000;970.000
T    ;734.000;734.000;734.000;734.000;734.000;734.000;677.000;638.000;555.000;555.000;1021.000
T    ;748.000;748.000;748.000;748.000;748.000;748.000;581.000;581.000;581.000;764.000;735.000
T    ;671.000;671.000;655.000;655.000;655.000;655.000;655.000;648.000;648.000;601.000;792.000
T    ;1104.000;1104.000;1104.000;1104.000;1104.000;1096.000;1045.000;921.000;921.000;855.000;824.000
T    ;944.000;861.000;833.000;778.000;778.000;778.000;703.000;605.000;605.000;484.000;980.000
T    ;504.000;504.000;504.000;504.000;494.000;383.000;285.000;804.000;804.000;804.000;804.000
T    ;885.000;885.000;885.000;885.000;885.000;885.000;347.000;903.000;903.000;903.000;903.000
T    ;961.000;961.000;961.000;961.000;961.000;923.000;762.000;762.000;762.000;907.000;863.000
T    ;541.000;541.000;541.000;541.000;524.000;514.000;420.000;405.000;401.000;549.000;546.000
T    ;931.000;931.000;931.000;931.000;910.000;905.000;905.000;804.000;804.000;804.000;781.000
T    ;701.000;680.000;660.000;660.000;626.000;602.000;602.000;602.000;494.000;494.000;799.000
T    ;647.000;647.000;647.000;647.000;613.000;613.000;405.000;354.000;907.000;907.000;811.000
T    ;604.000;604.000;604.000;604.000;604.000;799.000;740.000;736.000;731.000;731.000;731.000
T    ;819.000;819.000;819.000;819.000;819.000;819.000;741.000;650.000;633.000;633.000;633.000
T    ;798.000;769.000;769.000;728.000;728.000;728.000;592.000;800.000;800.000;842.000;842.000
T    ;680.000;680.000;680.000;680.000;680.000;621.000;935.000;935.000;875.000;875.000;875.000
T    ;1016.000;1016.000;1016.000;1016.000;1016.000;871.000;839.000;1010.000;1010.000;1010.000;959.000
T    ;740.000;740.000;500.000;500.000;500.000;500.000;500.000;500.000;500.000;500.000;500.000
T    ;668.000;668.000;668.000;668.000;668.000;668.000;668.000;668.000;668.000;576.000;534.000
T    ;898.000;898.000;898.000;898.000;898.000;898.000;898.000;751.000;751.000;593.000;593.000
T    ;533.000;533.000;533.000;533.000;533.000;489.000;481.000;481.000;343.000;791.000;791.000
T    ;725.000;725.000;725.000;725.000;725.000;725.000;725.000;725.000;725.000;802.000;859.000
T    ;739.000;718.000;717.000;717.000;710.000;565.000;565.000;463.000;365.000;365.000;365.000
T    ;845.000;845.000;845.000;845.000;845.000;845.000;845.000;453.000;990.000;990.000;990.000
T    ;829.000;829.000;829.000;829.000;829.000;829.000;829.000;880.000;892.000;892.000;892.000
T    ;679.000;679.000;679.000;679.000;679.000;679.000;679.000;595.000;585.000;585.000;553.000
T    ;586.000;586.000;586.000;586.000;514.000;755.000;755.000;755.000;837.000;837.000;837.000
T    ;846.000;846.000;846.000;846.000;799.000;760.000;760.000;760.000;580.000;447.000;447.000
T    ;851.000;851.000;851.000;851.000;830.000;830.000;749.000;749.000;749.000;677.000;677.000
T    ;994.000;994.000;994.000;994.000;994.000;824.000;778.000;778.000;1066.000;1066.000;1066.000
T    ;949.000;949.000;949.000;949.000;949.000;949.000;941.000;914.000;746.000;746.000;710.000
T    ;721.000;721.000;721.000;715.000;715.000;715.000;626.000;626.000;626.000;626.000;626.000
T    ;878.000;878.000;878.000;878.000;878.000;878.000;814.000;814.000;814.000;814.000;814.000
