/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-020.cnf;20.000;91.000;NIL  ;872.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-021.cnf;20.000;91.000;NIL  ;1284.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-022.cnf;20.000;91.000;NIL  ;1153.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-023.cnf;20.000;91.000;NIL  ;846.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-024.cnf;20.000;91.000;NIL  ;919.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-025.cnf;20.000;91.000;NIL  ;1044.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-026.cnf;20.000;91.000;NIL  ;575.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-027.cnf;20.000;91.000;NIL  ;1097.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-028.cnf;20.000;91.000;NIL  ;856.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-029.cnf;20.000;91.000;NIL  ;939.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-030.cnf;20.000;91.000;NIL  ;843.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-031.cnf;20.000;91.000;NIL  ;972.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-032.cnf;20.000;91.000;NIL  ;953.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-033.cnf;20.000;91.000;NIL  ;1032.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-034.cnf;20.000;91.000;NIL  ;1123.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-035.cnf;20.000;91.000;NIL  ;970.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-036.cnf;20.000;91.000;NIL  ;956.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-037.cnf;20.000;91.000;NIL  ;1092.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-038.cnf;20.000;91.000;NIL  ;917.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-039.cnf;20.000;91.000;NIL  ;981.000;
/home/watanabe/mi-paa/paa6-sat/datasat/dimacs/uf20-040.cnf;20.000;91.000;NIL  ;975.000;
